DATE,Electricity,Humidity,Temperature
2020-01-01 00:00:00 EST,914,92,-1.1
2020-01-01 01:00:00 EST,887,92,-1.5
2020-01-01 02:00:00 EST,865,91,-1.5
2020-01-01 03:00:00 EST,852,88,-1.1
2020-01-01 04:00:00 EST,852,87,-1.3
2020-01-01 05:00:00 EST,870,88,-1.1
2020-01-01 06:00:00 EST,902,88,-0.9
2020-01-01 07:00:00 EST,921,89,-0.9
2020-01-01 08:00:00 EST,940,90,-0.9
2020-01-01 09:00:00 EST,975,92,-0.9
2020-01-01 10:00:00 EST,1001,93,-0.5
2020-01-01 11:00:00 EST,1023,91,-0.1
2020-01-01 12:00:00 EST,1043,90,0
2020-01-01 13:00:00 EST,1041,90,0.3
2020-01-01 14:00:00 EST,1033,89,0.7
2020-01-01 15:00:00 EST,1025,86,0.7
2020-01-01 16:00:00 EST,1096,88,0.2
2020-01-01 17:00:00 EST,1158,87,0.3
2020-01-01 18:00:00 EST,1127,80,0.3
2020-01-01 19:00:00 EST,1096,91,-0.1
2020-01-01 20:00:00 EST,1068,91,-0.6
2020-01-01 21:00:00 EST,1043,90,-0.6
2020-01-01 22:00:00 EST,989,84,-0.8
2020-01-01 23:00:00 EST,925,83,-1
2020-01-02 00:00:00 EST,879,79,-1.4
2020-01-02 01:00:00 EST,852,82,-2
2020-01-02 02:00:00 EST,839,81,-2.8
2020-01-02 03:00:00 EST,836,85,-3.5
2020-01-02 04:00:00 EST,854,85,-3.7
2020-01-02 05:00:00 EST,897,86,-3.6
2020-01-02 06:00:00 EST,982,90,-4.1
2020-01-02 07:00:00 EST,1047,91,-3.8
2020-01-02 08:00:00 EST,1078,92,-3.1
2020-01-02 09:00:00 EST,1094,91,-2.5
2020-01-02 10:00:00 EST,1096,84,0.3
2020-01-02 11:00:00 EST,1098,84,1.2
2020-01-02 12:00:00 EST,1085,81,2.4
2020-01-02 13:00:00 EST,1066,78,3.1
2020-01-02 14:00:00 EST,1074,77,3.1
2020-01-02 15:00:00 EST,1103,76,3.2
2020-01-02 16:00:00 EST,1166,76,3.2
2020-01-02 17:00:00 EST,1229,73,3.5
2020-01-02 18:00:00 EST,1198,71,3.6
2020-01-02 19:00:00 EST,1169,68,3.9
2020-01-02 20:00:00 EST,1133,66,4.1
2020-01-02 21:00:00 EST,1108,67,3.9
2020-01-02 22:00:00 EST,1028,69,3.8
2020-01-02 23:00:00 EST,942,72,3.5
2020-01-03 00:00:00 EST,885,77,3.1
2020-01-03 01:00:00 EST,847,77,3.3
2020-01-03 02:00:00 EST,844,79,3.1
2020-01-03 03:00:00 EST,834,79,3
2020-01-03 04:00:00 EST,834,81,3
2020-01-03 05:00:00 EST,884,83,3
2020-01-03 06:00:00 EST,942,83,3.4
2020-01-03 07:00:00 EST,1012,86,3
2020-01-03 08:00:00 EST,1070,86,3.1
2020-01-03 09:00:00 EST,1065,86,3.5
2020-01-03 10:00:00 EST,1063,84,3.6
2020-01-03 11:00:00 EST,1076,83,3.9
2020-01-03 12:00:00 EST,1088,82,4.2
2020-01-03 13:00:00 EST,1085,81,4.5
2020-01-03 14:00:00 EST,1092,80,4.7
2020-01-03 15:00:00 EST,1102,81,4.4
2020-01-03 16:00:00 EST,1154,78,4
2020-01-03 17:00:00 EST,1188,85,3.5
2020-01-03 18:00:00 EST,1173,87,2.9
2020-01-03 19:00:00 EST,1146,87,2.9
2020-01-03 20:00:00 EST,1103,84,2.7
2020-01-03 21:00:00 EST,1053,77,2.5
2020-01-03 22:00:00 EST,1001,78,2.3
2020-01-03 23:00:00 EST,939,84,1.3
2020-01-04 00:00:00 EST,885,81,1.5
2020-01-04 01:00:00 EST,851,80,1.3
2020-01-04 02:00:00 EST,825,80,1.1
2020-01-04 03:00:00 EST,802,80,1
2020-01-04 04:00:00 EST,819,81,0.7
2020-01-04 05:00:00 EST,845,83,0.5
2020-01-04 06:00:00 EST,888,84,0.4
2020-01-04 07:00:00 EST,936,81,0.2
2020-01-04 08:00:00 EST,989,77,0.1
2020-01-04 09:00:00 EST,1038,78,0.1
2020-01-04 10:00:00 EST,1073,79,0.1
2020-01-04 11:00:00 EST,1077,91,-0.6
2020-01-04 12:00:00 EST,1063,93,-0.4
2020-01-04 13:00:00 EST,1064,92,-0.4
2020-01-04 14:00:00 EST,1060,93,-0.5
2020-01-04 15:00:00 EST,1101,93,-0.8
2020-01-04 16:00:00 EST,1143,95,-0.9
2020-01-04 17:00:00 EST,1186,95,-1
2020-01-04 18:00:00 EST,1159,95,-0.8
2020-01-04 19:00:00 EST,1125,95,-1
2020-01-04 20:00:00 EST,1088,90,-1.2
2020-01-04 21:00:00 EST,1050,86,-1.7
2020-01-04 22:00:00 EST,992,86,-1.9
2020-01-04 23:00:00 EST,929,87,-2.1
2020-01-05 00:00:00 EST,880,82,-2.5
2020-01-05 01:00:00 EST,861,79,-3
2020-01-05 02:00:00 EST,842,79,-3.4
2020-01-05 03:00:00 EST,848,75,-4
2020-01-05 04:00:00 EST,851,82,-5.2
2020-01-05 05:00:00 EST,872,79,-5.8
2020-01-05 06:00:00 EST,900,78,-7
2020-01-05 07:00:00 EST,945,78,-7.5
2020-01-05 08:00:00 EST,1002,77,-7.5
2020-01-05 09:00:00 EST,1042,77,-7.3
2020-01-05 10:00:00 EST,1071,73,-7.1
2020-01-05 11:00:00 EST,1084,70,-6.9
2020-01-05 12:00:00 EST,1083,72,-6.9
2020-01-05 13:00:00 EST,1070,78,-7.1
2020-01-05 14:00:00 EST,1075,70,-6.7
2020-01-05 15:00:00 EST,1113,63,-6.2
2020-01-05 16:00:00 EST,1207,65,-6.9
2020-01-05 17:00:00 EST,1294,69,-8.1
2020-01-05 18:00:00 EST,1271,73,-8.4
2020-01-05 19:00:00 EST,1242,70,-7.6
2020-01-05 20:00:00 EST,1224,77,-8.7
2020-01-05 21:00:00 EST,1170,83,-11
2020-01-05 22:00:00 EST,1091,85,-10.8
2020-01-05 23:00:00 EST,1027,86,-11.4
2020-01-06 00:00:00 EST,991,84,-10.9
2020-01-06 01:00:00 EST,959,85,-11.4
2020-01-06 02:00:00 EST,955,83,-11.2
2020-01-06 03:00:00 EST,967,81,-10.9
2020-01-06 04:00:00 EST,990,82,-10.8
2020-01-06 05:00:00 EST,1052,84,-10.7
2020-01-06 06:00:00 EST,1169,86,-10.5
2020-01-06 07:00:00 EST,1264,86,-10.8
2020-01-06 08:00:00 EST,1288,87,-10.5
2020-01-06 09:00:00 EST,1270,86,-9.9
2020-01-06 10:00:00 EST,1271,86,-9.6
2020-01-06 11:00:00 EST,1263,86,-9.3
2020-01-06 12:00:00 EST,1228,86,-8.9
2020-01-06 13:00:00 EST,1241,86,-8.4
2020-01-06 14:00:00 EST,1223,85,-7.7
2020-01-06 15:00:00 EST,1237,87,-7.6
2020-01-06 16:00:00 EST,1308,89,-7.2
2020-01-06 17:00:00 EST,1387,90,-7.5
2020-01-06 18:00:00 EST,1346,90,-7.4
2020-01-06 19:00:00 EST,1323,90,-6.7
2020-01-06 20:00:00 EST,1288,92,-7.3
2020-01-06 21:00:00 EST,1226,92,-7.7
2020-01-06 22:00:00 EST,1129,91,-8.4
2020-01-06 23:00:00 EST,1050,77,-4.4
2020-01-07 00:00:00 EST,977,68,-4.7
2020-01-07 01:00:00 EST,960,70,-5.9
2020-01-07 02:00:00 EST,928,65,-4.4
2020-01-07 03:00:00 EST,935,72,-5
2020-01-07 04:00:00 EST,948,66,-4.5
2020-01-07 05:00:00 EST,1000,69,-5.2
2020-01-07 06:00:00 EST,1121,76,-5.8
2020-01-07 07:00:00 EST,1211,79,-6.1
2020-01-07 08:00:00 EST,1196,82,-6.6
2020-01-07 09:00:00 EST,1166,82,-6.8
2020-01-07 10:00:00 EST,1106,78,-5.1
2020-01-07 11:00:00 EST,1079,78,-4.7
2020-01-07 12:00:00 EST,1065,70,-3
2020-01-07 13:00:00 EST,1094,68,-1.4
2020-01-07 14:00:00 EST,1124,65,-0.7
2020-01-07 15:00:00 EST,1141,65,-0.7
2020-01-07 16:00:00 EST,1234,67,-1
2020-01-07 17:00:00 EST,1310,71,-1.9
2020-01-07 18:00:00 EST,1243,71,-1.5
2020-01-07 19:00:00 EST,1257,73,-1.2
2020-01-07 20:00:00 EST,1217,74,-0.8
2020-01-07 21:00:00 EST,1153,80,-2.2
2020-01-07 22:00:00 EST,1067,81,-3
2020-01-07 23:00:00 EST,982,81,-2.6
2020-01-08 00:00:00 EST,936,83,-2.9
2020-01-08 01:00:00 EST,884,83,-2.1
2020-01-08 02:00:00 EST,895,78,-1.3
2020-01-08 03:00:00 EST,895,86,-1.5
2020-01-08 04:00:00 EST,935,86,-1.5
2020-01-08 05:00:00 EST,966,94,-2.2
2020-01-08 06:00:00 EST,1079,95,-2.5
2020-01-08 07:00:00 EST,1166,94,-2.5
2020-01-08 08:00:00 EST,1151,92,-2.1
2020-01-08 09:00:00 EST,1157,87,-2.2
2020-01-08 10:00:00 EST,1155,83,-2.5
2020-01-08 11:00:00 EST,1143,78,-2.6
2020-01-08 12:00:00 EST,1130,72,-2.7
2020-01-08 13:00:00 EST,1151,65,-3
2020-01-08 14:00:00 EST,1155,62,-3.8
2020-01-08 15:00:00 EST,1208,61,-5.4
2020-01-08 16:00:00 EST,1281,63,-7.5
2020-01-08 17:00:00 EST,1393,65,-9.1
2020-01-08 18:00:00 EST,1367,68,-10
2020-01-08 19:00:00 EST,1335,65,-11.4
2020-01-08 20:00:00 EST,1289,67,-12.1
2020-01-08 21:00:00 EST,1229,67,-12.9
2020-01-08 22:00:00 EST,1155,67,-13.5
2020-01-08 23:00:00 EST,1096,67,-14.1
2020-01-09 00:00:00 EST,1051,64,-14.7
2020-01-09 01:00:00 EST,1026,64,-15.1
2020-01-09 02:00:00 EST,1021,65,-15.5
2020-01-09 03:00:00 EST,1031,66,-16.1
2020-01-09 04:00:00 EST,1057,64,-16.4
2020-01-09 05:00:00 EST,1116,65,-16.9
2020-01-09 06:00:00 EST,1233,72,-17.7
2020-01-09 07:00:00 EST,1334,72,-18.3
2020-01-09 08:00:00 EST,1314,70,-18.2
2020-01-09 09:00:00 EST,1246,68,-17.5
2020-01-09 10:00:00 EST,1213,64,-16
2020-01-09 11:00:00 EST,1179,62,-15.5
2020-01-09 12:00:00 EST,1187,58,-14.2
2020-01-09 13:00:00 EST,1220,58,-13.8
2020-01-09 14:00:00 EST,1223,59,-13
2020-01-09 15:00:00 EST,1263,59,-12.6
2020-01-09 16:00:00 EST,1354,64,-13.1
2020-01-09 17:00:00 EST,1424,64,-13.1
2020-01-09 18:00:00 EST,1389,67,-13
2020-01-09 19:00:00 EST,1387,67,-12.6
2020-01-09 20:00:00 EST,1369,68,-12.7
2020-01-09 21:00:00 EST,1318,73,-12.3
2020-01-09 22:00:00 EST,1189,76,-11.6
2020-01-09 23:00:00 EST,1118,76,-11.2
2020-01-10 00:00:00 EST,1045,76,-10.9
2020-01-10 01:00:00 EST,1009,76,-10.2
2020-01-10 02:00:00 EST,998,75,-9.6
2020-01-10 03:00:00 EST,1006,75,-9
2020-01-10 04:00:00 EST,1020,75,-8.2
2020-01-10 05:00:00 EST,1056,76,-7.7
2020-01-10 06:00:00 EST,1174,79,-7.3
2020-01-10 07:00:00 EST,1268,80,-6.7
2020-01-10 08:00:00 EST,1269,81,-5.7
2020-01-10 09:00:00 EST,1265,76,0.5
2020-01-10 10:00:00 EST,1257,74,2.5
2020-01-10 11:00:00 EST,1242,83,2.4
2020-01-10 12:00:00 EST,1221,79,2.7
2020-01-10 13:00:00 EST,1197,81,3.2
2020-01-10 14:00:00 EST,1187,82,3.4
2020-01-10 15:00:00 EST,1183,83,3.3
2020-01-10 16:00:00 EST,1222,86,3.4
2020-01-10 17:00:00 EST,1251,90,3.2
2020-01-10 18:00:00 EST,1225,93,3.1
2020-01-10 19:00:00 EST,1206,95,3.4
2020-01-10 20:00:00 EST,1171,96,3.1
2020-01-10 21:00:00 EST,1117,97,3.1
2020-01-10 22:00:00 EST,1037,98,3.1
2020-01-10 23:00:00 EST,976,98,3
2020-01-11 00:00:00 EST,916,99,3
2020-01-11 01:00:00 EST,885,99,3
2020-01-11 02:00:00 EST,875,99,2.7
2020-01-11 03:00:00 EST,880,99,2.1
2020-01-11 04:00:00 EST,857,99,2.3
2020-01-11 05:00:00 EST,879,99,2.1
2020-01-11 06:00:00 EST,926,99,2.6
2020-01-11 07:00:00 EST,966,99,3.8
2020-01-11 08:00:00 EST,1038,99,5.5
2020-01-11 09:00:00 EST,1112,99,6.7
2020-01-11 10:00:00 EST,1132,99,7.4
2020-01-11 11:00:00 EST,1146,99,7.9
2020-01-11 12:00:00 EST,1178,99,8.3
2020-01-11 13:00:00 EST,1166,99,6.2
2020-01-11 14:00:00 EST,1160,99,2.7
2020-01-11 15:00:00 EST,1181,98,2.2
2020-01-11 16:00:00 EST,1215,98,1.8
2020-01-11 17:00:00 EST,1246,97,1.8
2020-01-11 18:00:00 EST,1205,96,1.6
2020-01-11 19:00:00 EST,1154,95,1.1
2020-01-11 20:00:00 EST,1117,96,0.8
2020-01-11 21:00:00 EST,1071,95,-0.2
2020-01-11 22:00:00 EST,1019,94,-0.5
2020-01-11 23:00:00 EST,964,93,-1.6
2020-01-12 00:00:00 EST,919,94,-2.4
2020-01-12 01:00:00 EST,882,93,-2.4
2020-01-12 02:00:00 EST,877,94,-2.9
2020-01-12 03:00:00 EST,878,94,-3.6
2020-01-12 04:00:00 EST,883,93,-4
2020-01-12 05:00:00 EST,903,93,-4.5
2020-01-12 06:00:00 EST,944,92,-5.2
2020-01-12 07:00:00 EST,993,90,-5.8
2020-01-12 08:00:00 EST,1044,90,-6
2020-01-12 09:00:00 EST,1087,90,-6.6
2020-01-12 10:00:00 EST,1125,89,-7.8
2020-01-12 11:00:00 EST,1157,84,-8.6
2020-01-12 12:00:00 EST,1171,78,-8.8
2020-01-12 13:00:00 EST,1157,76,-8.4
2020-01-12 14:00:00 EST,1167,74,-8.8
2020-01-12 15:00:00 EST,1175,73,-8.6
2020-01-12 16:00:00 EST,1244,74,-8.6
2020-01-12 17:00:00 EST,1337,76,-9.3
2020-01-12 18:00:00 EST,1316,71,-9.5
2020-01-12 19:00:00 EST,1272,73,-9.7
2020-01-12 20:00:00 EST,1231,70,-10.1
2020-01-12 21:00:00 EST,1167,74,-10.6
2020-01-12 22:00:00 EST,1082,76,-11
2020-01-12 23:00:00 EST,1002,79,-11.1
2020-01-13 00:00:00 EST,954,77,-11.1
2020-01-13 01:00:00 EST,933,77,-11.2
2020-01-13 02:00:00 EST,925,82,-11.6
2020-01-13 03:00:00 EST,923,83,-11.1
2020-01-13 04:00:00 EST,946,85,-10.9
2020-01-13 05:00:00 EST,996,85,-10.3
2020-01-13 06:00:00 EST,1116,87,-9.8
2020-01-13 07:00:00 EST,1225,92,-9.6
2020-01-13 08:00:00 EST,1252,92,-9.8
2020-01-13 09:00:00 EST,1248,92,-9.4
2020-01-13 10:00:00 EST,1251,91,-8.9
2020-01-13 11:00:00 EST,1261,90,-8.7
2020-01-13 12:00:00 EST,1256,89,-8.4
2020-01-13 13:00:00 EST,1261,91,-8.2
2020-01-13 14:00:00 EST,1261,92,-7.9
2020-01-13 15:00:00 EST,1266,91,-7.6
2020-01-13 16:00:00 EST,1325,91,-7.3
2020-01-13 17:00:00 EST,1381,91,-7.2
2020-01-13 18:00:00 EST,1368,90,-7.1
2020-01-13 19:00:00 EST,1333,91,-7.1
2020-01-13 20:00:00 EST,1291,91,-7
2020-01-13 21:00:00 EST,1200,91,-6.9
2020-01-13 22:00:00 EST,1106,90,-6.8
2020-01-13 23:00:00 EST,1036,90,-7.1
2020-01-14 00:00:00 EST,965,91,-7.1
2020-01-14 01:00:00 EST,943,88,-7.4
2020-01-14 02:00:00 EST,914,88,-7.6
2020-01-14 03:00:00 EST,931,88,-8.1
2020-01-14 04:00:00 EST,954,85,-8.2
2020-01-14 05:00:00 EST,1011,85,-8.4
2020-01-14 06:00:00 EST,1120,86,-9.3
2020-01-14 07:00:00 EST,1223,87,-9.2
2020-01-14 08:00:00 EST,1211,90,-8.7
2020-01-14 09:00:00 EST,1229,93,-8.1
2020-01-14 10:00:00 EST,1246,93,-7.7
2020-01-14 11:00:00 EST,1220,92,-7.7
2020-01-14 12:00:00 EST,1217,92,-7.2
2020-01-14 13:00:00 EST,1238,93,-6.5
2020-01-14 14:00:00 EST,1207,94,-5.8
2020-01-14 15:00:00 EST,1235,92,-6
2020-01-14 16:00:00 EST,1312,93,-6.1
2020-01-14 17:00:00 EST,1372,92,-6.5
2020-01-14 18:00:00 EST,1343,89,-6.8
2020-01-14 19:00:00 EST,1302,88,-7.1
2020-01-14 20:00:00 EST,1264,88,-7.2
2020-01-14 21:00:00 EST,1194,89,-7.4
2020-01-14 22:00:00 EST,1111,90,-7.3
2020-01-14 23:00:00 EST,1019,91,-7.2
2020-01-15 00:00:00 EST,983,90,-7
2020-01-15 01:00:00 EST,950,90,-6.7
2020-01-15 02:00:00 EST,921,89,-6.5
2020-01-15 03:00:00 EST,939,91,-6.1
2020-01-15 04:00:00 EST,936,93,-5.7
2020-01-15 05:00:00 EST,996,95,-5
2020-01-15 06:00:00 EST,1100,95,-4.4
2020-01-15 07:00:00 EST,1191,95,-4
2020-01-15 08:00:00 EST,1209,95,-3.9
2020-01-15 09:00:00 EST,1188,94,-3.5
2020-01-15 10:00:00 EST,1194,93,-2.5
2020-01-15 11:00:00 EST,1167,91,-0.8
2020-01-15 12:00:00 EST,1164,86,0.5
2020-01-15 13:00:00 EST,1173,87,-0.1
2020-01-15 14:00:00 EST,1176,84,-0.1
2020-01-15 15:00:00 EST,1177,85,-0.4
2020-01-15 16:00:00 EST,1234,87,-0.8
2020-01-15 17:00:00 EST,1286,87,-0.5
2020-01-15 18:00:00 EST,1248,89,-0.7
2020-01-15 19:00:00 EST,1222,94,-1.3
2020-01-15 20:00:00 EST,1182,96,-1.6
2020-01-15 21:00:00 EST,1128,97,-1.6
2020-01-15 22:00:00 EST,1046,97,-1.8
2020-01-15 23:00:00 EST,962,96,-2.1
2020-01-16 00:00:00 EST,937,96,-1.9
2020-01-16 01:00:00 EST,908,96,-2
2020-01-16 02:00:00 EST,910,96,-2.1
2020-01-16 03:00:00 EST,918,96,-2
2020-01-16 04:00:00 EST,937,96,-2.2
2020-01-16 05:00:00 EST,1006,96,-2.2
2020-01-16 06:00:00 EST,1099,96,-2.2
2020-01-16 07:00:00 EST,1172,95,-2.3
2020-01-16 08:00:00 EST,1195,94,-2.6
2020-01-16 09:00:00 EST,1186,93,-2.6
2020-01-16 10:00:00 EST,1182,91,-2.3
2020-01-16 11:00:00 EST,1181,82,-2.3
2020-01-16 12:00:00 EST,1180,76,-2.5
2020-01-16 13:00:00 EST,1172,78,-3.8
2020-01-16 14:00:00 EST,1181,81,-4.7
2020-01-16 15:00:00 EST,1198,74,-5.5
2020-01-16 16:00:00 EST,1275,71,-6.8
2020-01-16 17:00:00 EST,1385,74,-7.8
2020-01-16 18:00:00 EST,1360,71,-9.3
2020-01-16 19:00:00 EST,1329,71,-11.2
2020-01-16 20:00:00 EST,1294,72,-12.3
2020-01-16 21:00:00 EST,1221,70,-13.5
2020-01-16 22:00:00 EST,1160,70,-14.1
2020-01-16 23:00:00 EST,1086,69,-15.2
2020-01-17 00:00:00 EST,1081,68,-16.2
2020-01-17 01:00:00 EST,1059,67,-17.1
2020-01-17 02:00:00 EST,1047,67,-17.9
2020-01-17 03:00:00 EST,1030,67,-18.6
2020-01-17 04:00:00 EST,1032,67,-19.2
2020-01-17 05:00:00 EST,1097,68,-19.7
2020-01-17 06:00:00 EST,1236,68,-20.2
2020-01-17 07:00:00 EST,1367,68,-20.6
2020-01-17 08:00:00 EST,1351,68,-20.8
2020-01-17 09:00:00 EST,1275,66,-20.5
2020-01-17 10:00:00 EST,1257,65,-19.7
2020-01-17 11:00:00 EST,1295,64,-19.1
2020-01-17 12:00:00 EST,1269,62,-18.4
2020-01-17 13:00:00 EST,1251,60,-17.4
2020-01-17 14:00:00 EST,1249,58,-16.4
2020-01-17 15:00:00 EST,1264,61,-16.5
2020-01-17 16:00:00 EST,1340,60,-16.3
2020-01-17 17:00:00 EST,1433,64,-17.2
2020-01-17 18:00:00 EST,1383,66,-17.9
2020-01-17 19:00:00 EST,1358,67,-18
2020-01-17 20:00:00 EST,1333,68,-17.7
2020-01-17 21:00:00 EST,1289,69,-17.7
2020-01-17 22:00:00 EST,1215,70,-17.8
2020-01-17 23:00:00 EST,1142,75,-18.8
2020-01-18 00:00:00 EST,1078,76,-18.1
2020-01-18 01:00:00 EST,1068,77,-18.9
2020-01-18 02:00:00 EST,1040,81,-18.7
2020-01-18 03:00:00 EST,1055,80,-18.2
2020-01-18 04:00:00 EST,1054,79,-18.1
2020-01-18 05:00:00 EST,1083,78,-17.5
2020-01-18 06:00:00 EST,1108,75,-17
2020-01-18 07:00:00 EST,1188,78,-16.8
2020-01-18 08:00:00 EST,1238,80,-17.1
2020-01-18 09:00:00 EST,1277,78,-16.3
2020-01-18 10:00:00 EST,1302,72,-15.3
2020-01-18 11:00:00 EST,1326,70,-14.9
2020-01-18 12:00:00 EST,1323,72,-14.6
2020-01-18 13:00:00 EST,1351,72,-14.2
2020-01-18 14:00:00 EST,1355,75,-14.6
2020-01-18 15:00:00 EST,1372,74,-14.5
2020-01-18 16:00:00 EST,1428,80,-14.7
2020-01-18 17:00:00 EST,1504,82,-14.8
2020-01-18 18:00:00 EST,1454,82,-14.8
2020-01-18 19:00:00 EST,1405,83,-15.2
2020-01-18 20:00:00 EST,1359,83,-15.6
2020-01-18 21:00:00 EST,1297,83,-15.1
2020-01-18 22:00:00 EST,1244,83,-14.9
2020-01-18 23:00:00 EST,1165,83,-15
2020-01-19 00:00:00 EST,1107,83,-14.7
2020-01-19 01:00:00 EST,1089,83,-14.3
2020-01-19 02:00:00 EST,1072,83,-13.6
2020-01-19 03:00:00 EST,1047,85,-13
2020-01-19 04:00:00 EST,1021,86,-12.5
2020-01-19 05:00:00 EST,1007,87,-12
2020-01-19 06:00:00 EST,1038,86,-12.2
2020-01-19 07:00:00 EST,1082,84,-12.4
2020-01-19 08:00:00 EST,1127,83,-12.8
2020-01-19 09:00:00 EST,1162,83,-12.1
2020-01-19 10:00:00 EST,1174,83,-11.7
2020-01-19 11:00:00 EST,1184,76,-12.1
2020-01-19 12:00:00 EST,1216,72,-11.3
2020-01-19 13:00:00 EST,1205,72,-11.4
2020-01-19 14:00:00 EST,1197,68,-10.6
2020-01-19 15:00:00 EST,1211,68,-10
2020-01-19 16:00:00 EST,1279,70,-9.8
2020-01-19 17:00:00 EST,1367,71,-10.4
2020-01-19 18:00:00 EST,1345,69,-10.3
2020-01-19 19:00:00 EST,1309,74,-11.1
2020-01-19 20:00:00 EST,1278,74,-11.5
2020-01-19 21:00:00 EST,1206,71,-11.6
2020-01-19 22:00:00 EST,1128,72,-12.5
2020-01-19 23:00:00 EST,1053,70,-13.6
2020-01-20 00:00:00 EST,1006,71,-14.3
2020-01-20 01:00:00 EST,985,72,-14.6
2020-01-20 02:00:00 EST,978,71,-15.4
2020-01-20 03:00:00 EST,985,71,-15.6
2020-01-20 04:00:00 EST,1018,75,-17.5
2020-01-20 05:00:00 EST,1079,78,-17.7
2020-01-20 06:00:00 EST,1193,82,-18.4
2020-01-20 07:00:00 EST,1281,82,-18.2
2020-01-20 08:00:00 EST,1292,81,-18.1
2020-01-20 09:00:00 EST,1264,79,-17.4
2020-01-20 10:00:00 EST,1249,72,-16.4
2020-01-20 11:00:00 EST,1241,68,-15.2
2020-01-20 12:00:00 EST,1223,66,-14.1
2020-01-20 13:00:00 EST,1213,61,-12.5
2020-01-20 14:00:00 EST,1205,56,-11
2020-01-20 15:00:00 EST,1232,52,-10.2
2020-01-20 16:00:00 EST,1311,52,-10.5
2020-01-20 17:00:00 EST,1412,57,-12
2020-01-20 18:00:00 EST,1410,63,-12.9
2020-01-20 19:00:00 EST,1374,67,-13.4
2020-01-20 20:00:00 EST,1325,72,-14.1
2020-01-20 21:00:00 EST,1258,76,-17.8
2020-01-20 22:00:00 EST,1175,77,-15
2020-01-20 23:00:00 EST,1099,78,-16.3
2020-01-21 00:00:00 EST,1057,74,-16.7
2020-01-21 01:00:00 EST,1035,73,-17.2
2020-01-21 02:00:00 EST,1004,76,-16.2
2020-01-21 03:00:00 EST,1003,77,-16.6
2020-01-21 04:00:00 EST,1048,80,-18.1
2020-01-21 05:00:00 EST,1120,83,-18.1
2020-01-21 06:00:00 EST,1247,85,-18.7
2020-01-21 07:00:00 EST,1325,84,-18.4
2020-01-21 08:00:00 EST,1330,84,-18.2
2020-01-21 09:00:00 EST,1304,84,-17
2020-01-21 10:00:00 EST,1263,77,-14.5
2020-01-21 11:00:00 EST,1241,64,-12
2020-01-21 12:00:00 EST,1215,63,-10.6
2020-01-21 13:00:00 EST,1241,55,-7.9
2020-01-21 14:00:00 EST,1248,58,-7.4
2020-01-21 15:00:00 EST,1275,61,-6.9
2020-01-21 16:00:00 EST,1311,62,-6.7
2020-01-21 17:00:00 EST,1393,67,-6.6
2020-01-21 18:00:00 EST,1334,72,-6.5
2020-01-21 19:00:00 EST,1305,73,-5.6
2020-01-21 20:00:00 EST,1290,76,-5.4
2020-01-21 21:00:00 EST,1224,75,-5
2020-01-21 22:00:00 EST,1121,76,-4.7
2020-01-21 23:00:00 EST,1035,76,-4.5
2020-01-22 00:00:00 EST,994,77,-4.5
2020-01-22 01:00:00 EST,953,78,-4.7
2020-01-22 02:00:00 EST,957,79,-4.9
2020-01-22 03:00:00 EST,955,78,-4.6
2020-01-22 04:00:00 EST,961,78,-4.3
2020-01-22 05:00:00 EST,1030,78,-4.4
2020-01-22 06:00:00 EST,1132,79,-4.9
2020-01-22 07:00:00 EST,1223,82,-7.3
2020-01-22 08:00:00 EST,1223,82,-7.7
2020-01-22 09:00:00 EST,1210,78,-6.4
2020-01-22 10:00:00 EST,1180,76,-5.3
2020-01-22 11:00:00 EST,1146,69,-3.5
2020-01-22 12:00:00 EST,1122,62,-1.2
2020-01-22 13:00:00 EST,1081,59,0.8
2020-01-22 14:00:00 EST,1102,64,1.2
2020-01-22 15:00:00 EST,1136,69,1
2020-01-22 16:00:00 EST,1221,77,-0.6
2020-01-22 17:00:00 EST,1315,79,-1.4
2020-01-22 18:00:00 EST,1295,83,-1.9
2020-01-22 19:00:00 EST,1274,78,-2
2020-01-22 20:00:00 EST,1242,72,-2.2
2020-01-22 21:00:00 EST,1182,70,-2.5
2020-01-22 22:00:00 EST,1092,73,-2.9
2020-01-22 23:00:00 EST,1012,74,-2.8
2020-01-23 00:00:00 EST,949,66,-2.5
2020-01-23 01:00:00 EST,925,65,-2.4
2020-01-23 02:00:00 EST,892,69,-2.2
2020-01-23 03:00:00 EST,908,73,-2.7
2020-01-23 04:00:00 EST,922,78,-3.5
2020-01-23 05:00:00 EST,992,79,-3.7
2020-01-23 06:00:00 EST,1105,80,-3.7
2020-01-23 07:00:00 EST,1182,83,-4.4
2020-01-23 08:00:00 EST,1169,84,-5
2020-01-23 09:00:00 EST,1158,84,-4.4
2020-01-23 10:00:00 EST,1125,80,-3
2020-01-23 11:00:00 EST,1107,76,-1.4
2020-01-23 12:00:00 EST,1086,71,-0.3
2020-01-23 13:00:00 EST,1094,64,0.8
2020-01-23 14:00:00 EST,1115,64,1.3
2020-01-23 15:00:00 EST,1138,66,1.5
2020-01-23 16:00:00 EST,1204,67,1.3
2020-01-23 17:00:00 EST,1260,72,0.2
2020-01-23 18:00:00 EST,1248,78,-0.8
2020-01-23 19:00:00 EST,1233,77,-1
2020-01-23 20:00:00 EST,1202,81,-1.5
2020-01-23 21:00:00 EST,1135,76,-1.4
