Date, Open, High, Low, Close
05/30/16,1.1115,1.1147,1.1099,1.1139
05/31/16,1.114,1.1175,1.1122,1.1132
06/01/16,1.1133,1.1196,1.1115,1.1187
06/02/16,1.1188,1.1219,1.1146,1.1153
06/03/16,1.1152,1.1373,1.1138,1.1363
06/06/16,1.1363,1.1393,1.1329,1.1357
06/07/16,1.1356,1.1381,1.134,1.1358
06/08/16,1.1359,1.1412,1.1355,1.1395
06/09/16,1.1396,1.1417,1.1305,1.1316
06/10/16,1.1318,1.1323,1.1245,1.1252
06/13/16,1.1252,1.1303,1.1233,1.1294
06/14/16,1.1293,1.13,1.1189,1.1206
06/15/16,1.1207,1.13,1.1189,1.1259
06/16/16,1.126,1.1297,1.1131,1.1225
06/17/16,1.1226,1.1297,1.1222,1.1277
06/20/16,1.1277,1.1383,1.1277,1.1312
06/21/16,1.1314,1.1352,1.1241,1.1242
06/22/16,1.1241,1.1339,1.1238,1.1297
06/23/16,1.1299,1.1421,1.1297,1.1384
06/24/16,1.1385,1.1425,1.0914,1.1117
06/27/16,1.1117,1.1117,1.0974,1.1026
06/28/16,1.1025,1.1113,1.1012,1.1066
06/29/16,1.1065,1.1131,1.105,1.1124
06/30/16,1.1125,1.1156,1.1026,1.1107
07/01/16,1.1106,1.1167,1.1073,1.1139
07/04/16,1.1139,1.1163,1.1099,1.1156
07/05/16,1.1157,1.1185,1.1062,1.1076
07/06/16,1.1078,1.1114,1.103,1.11
07/07/16,1.1101,1.1108,1.1053,1.1062
07/08/16,1.1064,1.1111,1.1004,1.1052
07/11/16,1.1052,1.1076,1.1017,1.1058
07/12/16,1.1059,1.1126,1.1053,1.106
07/13/16,1.1061,1.112,1.1042,1.1091
07/14/16,1.1092,1.1167,1.1087,1.112
07/15/16,1.1119,1.1151,1.1025,1.1037
07/18/16,1.1037,1.1084,1.1037,1.1076
07/19/16,1.1075,1.1085,1.1,1.1021
